Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
270,Jason Bourne,415484914,162434410,253050504,2016.csv,2016,0.39095140287091146,0.6090485971290885
271,The Wolverine,414828246,132556852,282271394,2013.csv,2013,0.3195463502743253,0.6804536497256747
272,Kingsman: The Secret Service,414351546,128261724,286089822,2015.csv,2015,0.3095480763573644,0.6904519236426355
273,Night at the Museum: Battle of the Smithsonian,413106170,177243721,235862449,2009.csv,2009,0.4290512557582957,0.5709487442417043
274,Pacific Rim,411002906,101802906,309200000,2013.csv,2013,0.24769388370212642,0.7523061162978736
275,Kingsman: The Golden Circle,410902662,100234838,310667824,2017.csv,2017,0.24393815681826855,0.7560618431817314
276,The Mummy,409231607,80227895,329003712,2017.csv,2017,0.196045206742792,0.803954793257208
277,Ice Age 5: Collision Course,408579038,64063008,344516030,2016.csv,2016,0.15679465180981703,0.843205348190183
278,Signs,408247917,227966634,180281283,2002.csv,2002,0.5584024425040728,0.44159755749592716
279,X2: X-Men United,407711549,214949694,192761855,2003.csv,2003,0.5272102164562427,0.4727897835437573
280,Twilight,407187715,192769854,214417861,2008.csv,2008,0.47341765701354716,0.5265823429864528
281,Alita: Battle Angel,404980543,85838210,319142333,2019.csv,2019,0.21195638033405473,0.7880436196659453
282,The Mummy: Tomb of the Dragon Emperor,403449830,102491776,300958054,2008.csv,2008,0.2540384661954127,0.7459615338045873
283,Prometheus,403354469,126477084,276877385,2012.csv,2012,0.3135631156227502,0.6864368843772498
284,Eternals,402064899,164870234,237194665,2021.csv,2021,0.41005876019035425,0.5899412398096457
285,Dune,400375904,108031945,292343959,2021.csv,2021,0.26982629054519724,0.7301737094548028
286,TRON: Legacy,400062763,172062763,228000000,2010.csv,2010,0.4300894232438224,0.5699105767561776
287,Mission: Impossible III,398479497,134029801,264449696,2006.csv,2006,0.33635306711903423,0.6636469328809658
288,Snow White and the Huntsman,396592829,155332381,241260448,2012.csv,2012,0.39166714484391246,0.6083328551560876
289,Mamma Mia! Here We Go Again,395044706,120634935,274409771,2018.csv,2018,0.3053703369967449,0.6946296630032551
290,Solo: A Star Wars Story,392924807,213767512,179157295,2018.csv,2018,0.5440417815106289,0.4559582184893712
291,The Wolf of Wall Street,392000694,116900694,275100000,2013.csv,2013,0.2982155281592435,0.7017844718407565
292,Superman Returns,391081192,200081192,191000000,2006.csv,2006,0.5116103665757468,0.48838963342425323
293,Independence Day: Resurgence,389681935,103144286,286537649,2016.csv,2016,0.26468839516514925,0.7353116048348508
294,Live Free or Die Hard,388156011,134529403,253626608,2007.csv,2007,0.34658590666524547,0.6534140933347545
295,Monster Hunt,387053506,32766,387020740,2015.csv,2015,8.465496240718718e-05,0.9999153450375928
296,Godzilla: King of the Monsters,386600138,110500138,276100000,2019.csv,2019,0.2858253971963145,0.7141746028036855
297,Home,386041607,177397510,208644097,2015.csv,2015,0.45952950869360565,0.5404704913063944
298,Star Trek,385680446,257730019,127950427,2009.csv,2009,0.6682475652395403,0.3317524347604597
299,1917,384919389,159227644,225691745,2019.csv,2019,0.4136649089401937,0.5863350910598063
300,Happy Feet,384335608,198000317,186335291,2006.csv,2006,0.515175572803028,0.48482442719697205
301,Cars 3,383930656,152901115,231029541,2017.csv,2017,0.3982519046356121,0.6017480953643879
302,Ice Age,383257136,176387405,206869731,2002.csv,2002,0.4602325395449388,0.5397674604550612
303,Fifty Shades Darker,381545846,114581250,266964596,2017.csv,2017,0.3003079477898444,0.6996920522101556
304,Monsters vs. Aliens,381509870,198351526,183158344,2009.csv,2009,0.5199119121085911,0.48008808789140894
305,Black Widow,379751655,183651655,196100000,2021.csv,2021,0.4836098870984512,0.5163901129015488
306,Slumdog Millionaire,378410113,141319928,237090185,2008.csv,2008,0.37345705927262046,0.6265429407273796
307,Taken 2,376141306,139854287,236287019,2012.csv,2012,0.3718131584304118,0.6281868415695883
308,G.I. Joe: Retaliation,375740705,122523060,253217645,2013.csv,2013,0.3260840743884802,0.6739159256115198
309,Spider-Man: Into the Spider-Verse,375540831,190241310,185299521,2018.csv,2018,0.5065795628491859,0.49342043715081413
310,Mad Max: Fury Road,374736354,153636354,221100000,2015.csv,2015,0.4099851865453118,0.5900148134546882
311,Shark Tale,374583879,160861908,213721971,2004.csv,2004,0.42944162047080514,0.5705583795291949
312,Once Upon a Time... In Hollywood,374375059,142502728,231872331,2019.csv,2019,0.3806416174748436,0.6193583825251564
313,What Women Want,374111707,182811707,191300000,2000.csv,2000,0.4886554031307018,0.5113445968692982
314,The Adventures of Tintin,373993951,77591831,296402120,2011.csv,2011,0.20746814431766036,0.7925318556823396
315,Penguins of Madagascar,373515621,83850911,289664710,2014.csv,2014,0.22449104210289508,0.775508957897105
316,X-Men Origins: Wolverine,373062864,179883157,193179707,2009.csv,2009,0.48217920988243956,0.5178207901175604
317,The Golden Compass,372234864,70107728,302127136,2007.csv,2007,0.188342723318899,0.811657276681101
318,Fifty Shades Freed,371985018,100407760,271577258,2018.csv,2018,0.26992420431298125,0.7300757956870187
319,Batman Begins,371853783,205343774,166510009,2005.csv,2005,0.552216444709398,0.44778355529060193
320,Hitch,371594210,179495555,192098655,2005.csv,2005,0.48304185094810814,0.5169581490518919
321,Terminator Salvation,371353001,125322469,246030532,2009.csv,2009,0.33747530964479805,0.6625246903552019
322,Captain America: The First Avenger,370569774,176654505,193915269,2011.csv,2011,0.4767105074252494,0.5232894925747505
323,Edge of Tomorrow,370541256,100206256,270335000,2014.csv,2014,0.2704321162013873,0.7295678837986127
324,Gone Girl,369330363,167767189,201563174,2014.csv,2014,0.4542469447604014,0.5457530552395986
325,Jurassic Park III,368780809,181171875,187608934,2001.csv,2001,0.49127251358679025,0.5087274864132098
326,My Big Fat Greek Wedding,368744044,241438208,127305836,2002.csv,2002,0.6547582582784713,0.34524174172152866
327,Hello Mr. Billionaire,366961907,0,366961907,2018.csv,2018,0.0,1.0
328,Shazam!,365971656,140371656,225600000,2019.csv,2019,0.3835588185550632,0.6164411814449369
329,The Nun,365550119,117450119,248100000,2018.csv,2018,0.32129689718415877,0.6787031028158412
330,Alvin and the Chipmunks,365352546,217326974,148025572,2007.csv,2007,0.5948418216305519,0.4051581783694481
331,Tenet,363656624,58456624,305200000,2020.csv,2020,0.16074675983352912,0.8392532401664708
332,Night at the Museum: Secret of the Tomb,363204635,113746621,249458014,2014.csv,2014,0.313175025973994,0.6868249740260061
333,Ocean's Twelve,362744280,125544280,237200000,2004.csv,2004,0.34609582265501193,0.6539041773449881
334,Planet of the Apes,362211740,180011740,182200000,2001.csv,2001,0.4969793082907804,0.5030206917092196
335,The Hangover Part III,362000072,112200072,249800000,2013.csv,2013,0.3099448886297459,0.6900551113702541
336,Monster Hunt 2,361682618,706153,360976465,2018.csv,2018,0.0019524106629862981,0.9980475893370137
337,Fast & Furious,360364265,155064265,205300000,2009.csv,2009,0.43029867292751683,0.5697013270724832
338,Noah,359200044,101200044,258000000,2014.csv,2014,0.28173728174710355,0.7182627182528964
339,The Karate Kid,359126022,176591618,182534404,2010.csv,2010,0.4917260437340294,0.5082739562659706
340,Hotel Transylvania,358375603,148313048,210062555,2012.csv,2012,0.4138480598524448,0.5861519401475552
341,Minority Report,358372926,132072926,226300000,2002.csv,2002,0.3685348875936013,0.6314651124063987
342,Your Name.,357986087,5017246,352968841,2016.csv,2016,0.014015198305737508,0.9859848016942625
343,The Legend of Tarzan,356700357,126643061,230057296,2016.csv,2016,0.3550404660794887,0.6449595339205113
344,The Great Gatsby,353641895,144840419,208801476,2013.csv,2013,0.40956804340164504,0.5904319565983549
345,Dumbo,353284621,114766307,238518314,2019.csv,2019,0.32485508900768145,0.6751449109923185
346,"I, Robot",353133898,144801023,208332875,2004.csv,2004,0.4100456620564928,0.5899543379435072
347,Murder on the Orient Express,352789811,102826543,249963268,2017.csv,2017,0.29146687289106543,0.7085331271089346
348,X-Men: First Class,352616690,146408305,206208385,2011.csv,2011,0.41520526155469273,0.5847947384453073
349,The Angry Birds Movie,352333929,107509366,244824563,2016.csv,2016,0.3051348653964007,0.6948651346035993
350,Catch Me If You Can,352114312,164615351,187498961,2002.csv,2002,0.4675054247723961,0.5324945752276039
351,Now You See Me,351723989,117723989,234000000,2013.csv,2013,0.3347056006464205,0.6652943993535795
352,Hannibal,351692268,165092268,186600000,2001.csv,2001,0.46942251229702897,0.5305774877029711
353,Peter Rabbit,351266433,115253424,236013009,2018.csv,2018,0.3281082767165515,0.6718917232834485
354,Titanic 2012 3D Release,350449521,57884114,292565407,2012.csv,2012,0.16517104613191924,0.8348289538680808
355,Dinosaur,349822765,137748063,212074702,2000.csv,2000,0.39376529140406286,0.6062347085959372
356,Mary Poppins Returns,349537494,171958438,177579056,2018.csv,2018,0.4919599211865952,0.5080400788134047
357,The Lorax,348840316,214030500,134809816,2012.csv,2012,0.6135486358176558,0.3864513641823441
358,The Maze Runner,348319861,102427862,245891999,2014.csv,2014,0.2940626517992323,0.7059373482007677
359,The Smurfs 2,347545360,71017784,276527576,2013.csv,2013,0.2043410506185437,0.7956589493814563
360,National Treasure,347512318,173008894,174503424,2004.csv,2004,0.4978496733459675,0.5021503266540325
361,Rush Hour 2,347325802,226164286,121161516,2001.csv,2001,0.6511588966258257,0.3488411033741743
362,Trolls,346864462,153707064,193157398,2016.csv,2016,0.44313292608223437,0.5568670739177656
363,xXx: Return of Xander Cage,346118277,44898413,301219864,2017.csv,2017,0.12971985585147242,0.8702801441485276
364,How the Grinch Stole Christmas,345141403,260044825,85096578,2000.csv,2000,0.7534443064195344,0.24655569358046564
365,Star Trek Beyond,343471816,158848340,184623476,2016.csv,2016,0.462478528369268,0.537521471630732
366,Alvin and the Chipmunks: Chipwrecked,342695435,133110742,209584693,2011.csv,2011,0.3884228630007867,0.6115771369992133
367,Wanted,342463063,134508551,207954512,2008.csv,2008,0.39276805452154706,0.6072319454784529
368,A Quiet Place,340939361,188024361,152915000,2018.csv,2018,0.5514891576276522,0.44851084237234784
369,Enchanted,340487652,127807262,212680390,2007.csv,2007,0.37536533630300345,0.6246346636969966
370,Over the Hedge,339795890,155019340,184776550,2006.csv,2006,0.4562131107589324,0.5437868892410677
371,300: Rise of an Empire,337580051,106580051,231000000,2014.csv,2014,0.31571785916935,0.68428214083065
372,Prince of Persia: The Sands of Time,336365676,90759676,245606000,2009.csv,2009,0.2698244276267951,0.730175572373205
373,The Curious Case of Benjamin Button,335802786,127509326,208293460,2008.csv,2008,0.3797149139793021,0.6202850860206979
374,Journey 2: The Mysterious Island,335260290,103860290,231400000,2012.csv,2012,0.30979001420060814,0.6902099857993919
375,The Great Wall,334933831,45540830,289393001,2016.csv,2016,0.13596963276008986,0.8640303672399101
376,Now You See Me 2,334897606,65075540,269822066,2016.csv,2016,0.19431473630778956,0.8056852636922105
377,Never Say Die,334530869,0,334530869,2017.csv,2017,0.0,1.0
378,Sing 2,333814755,148338755,185476000,2021.csv,2021,0.44437447050535556,0.5556255294946444
379,Fantastic Four,333535934,154696080,178839854,2005.csv,2005,0.46380633758040596,0.5361936624195941
380,The Good Dinosaur,332207671,123087120,209120551,2015.csv,2015,0.3705125761530052,0.6294874238469947
381,Free Guy,331526598,121626598,209900000,2021.csv,2021,0.36686829573776764,0.6331317042622324
382,22 Jump Street,331333876,191719337,139614539,2014.csv,2014,0.5786288420445123,0.4213711579554878
383,Meet the Parents,330444045,166244045,164200000,2000.csv,2000,0.5030928761327806,0.49690712386721936
384,Black Swan,329398046,106954678,222443368,2010.csv,2010,0.32469736629828094,0.6753026337017191
385,The Perfect Storm,328718434,182618434,146100000,2000.csv,2000,0.5555466779815579,0.44445332201844207
386,Crazy Alien,327598891,0,327598891,2019.csv,2019,0.0,1.0
387,John Wick: Chapter 3 - Parabellum,326709727,171015687,155694040,2019.csv,2019,0.5234484096030603,0.47655159039693973
388,The Devil Wears Prada,326705902,124740460,201965442,2006.csv,2006,0.38181269219923675,0.6181873078007633
389,Taken 3,326479141,89256424,237222717,2015.csv,2015,0.27339089329446625,0.7266091067055338
390,A Christmas Carol,325286646,137855863,187430783,2009.csv,2009,0.4237981014443489,0.5762018985556512
391,The SpongeBob Movie: Sponge Out of Water,325186032,162994032,162192000,2015.csv,2015,0.5012331894993571,0.4987668105006429
392,Megamind,321885765,148415853,173469912,2010.csv,2010,0.4610823749848024,0.5389176250151976
393,Green Book,321752656,85080171,236672485,2018.csv,2018,0.26442725308847176,0.7355727469115282
394,Robin Hood,321669741,105269730,216400011,2010.csv,2010,0.327260281532045,0.672739718467955
395,Inglourious Basterds,321455689,120540719,200914970,2009.csv,2009,0.37498393441094147,0.6250160655890585
396,The Conjuring 2,320392818,102470008,217922810,2016.csv,2016,0.31982617038562955,0.6801738296143705
397,Sonic the Hedgehog,319715683,148974665,170741018,2020.csv,2020,0.46595982906475064,0.5340401709352494
398,The Last Airbender,319713881,131772187,187941694,2010.csv,2010,0.4121566026093187,0.5878433973906814
399,The Conjuring,319494638,137400141,182094497,2013.csv,2013,0.4300546070510266,0.5699453929489734
400,The Proposal,317375031,163958031,153417000,2009.csv,2009,0.5166065852231456,0.4833934147768543
401,The Expendables 2,314975955,85028192,229947763,2012.csv,2012,0.26995137454222495,0.730048625457775
402,Chicken Little,314432837,135386665,179046172,2005.csv,2005,0.4305741928601433,0.5694258071398567
403,A Beautiful Mind,313542341,170742341,142800000,2001.csv,2001,0.5445591190505272,0.45544088094947277
404,Maze Runner: The Scorch Trials,312296056,81697192,230598864,2015.csv,2015,0.2616017411375826,0.7383982588624174
405,Resident Evil: The Final Chapter,312242626,26830068,285412558,2016.csv,2016,0.085926986791355,0.914073013208645
406,The Lego Batman Movie,311950384,175750384,136200000,2017.csv,2017,0.5633921066114155,0.4366078933885845
407,Knives Out,311605581,165363234,146242347,2019.csv,2019,0.5306812332093628,0.46931876679063717
408,Ocean's Thirteen,311312624,117154724,194157900,2007.csv,2007,0.376325002483677,0.623674997516323
409,Little Fockers,310650585,148438600,162211985,2010.csv,2010,0.47783138731253316,0.5221686126874668
410,Bolt,309979994,114053579,195926415,2008.csv,2008,0.3679385160579105,0.6320614839420895
411,The Blind Side,309208309,255959475,53248834,2009.csv,2009,0.8277897700349314,0.17221022996506863
412,The Ex-File 3: The Return of The Exes,307592427,838959,306753468,2017.csv,2017,0.002727502130603495,0.9972724978693965
413,The Fault in Our Stars,307166834,124872350,182294484,2014.csv,2014,0.40652940414784494,0.593470595852155
414,The Pursuit of Happyness,307127625,163566459,143561166,2006.csv,2006,0.5325683712105025,0.4674316287894975
415,Rise of the Guardians,306941670,103412758,203528912,2012.csv,2012,0.33691338813657984,0.6630866118634202
416,Chicago,306776732,170687518,136089214,2002.csv,2002,0.556390039385386,0.443609960614614
417,Annabelle: Creation,306515884,102092201,204423683,2017.csv,2017,0.33307311734617967,0.6669268826538203
418,Wonder,305937718,132422809,173514909,2017.csv,2017,0.43284237676114196,0.5671576232388581
419,Skyscraper,304868961,68420120,236448841,2018.csv,2018,0.22442468323300382,0.7755753167669962
420,A Good Day to Die Hard,304654182,67349198,237304984,2013.csv,2013,0.22106769569964413,0.7789323043003559
421,Dangal,303723636,12391761,291331875,2016.csv,2016,0.04079946217949267,0.9592005378205073
422,Passengers,303144152,100014699,203129453,2016.csv,2016,0.3299245535173642,0.6700754464826357
423,Battleship,303025485,65422625,237602860,2012.csv,2012,0.21589809517176417,0.7841019048282358
424,G.I. Joe: The Rise of Cobra,302469017,150201498,152267519,2009.csv,2009,0.49658473945448767,0.5034152605455123
425,Wrath of the Titans,301970083,83670083,218300000,2012.csv,2012,0.27708070338875257,0.7229192966112474
426,Fantastic 4: Rise of the Silver Surfer,301913131,131921738,169991393,2007.csv,2007,0.436952634564278,0.563047365435722
427,Resident Evil: Afterlife,300228084,60128566,240099518,2010.csv,2010,0.20027628727764188,0.7997237127223581
